	id	host_id	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	reviews_per_month	calculated_host_listings_count	availability_365	number_of_reviews_ltm	host_response_time	host_identity_verified	host_response_rate	host_is_superhost	nr_of_bathrooms	bedrooms	accommodates	review_scores_rating	review_scores_cleanliness	review_scores_checkin	review_scores_communication	review_scores_location	review_scores_value
5335	16935398	113172620	Lisboa	Santa Maria Maior	38.71279	-9.12784	4	54	2	133	2.3	2	350	18	1	1	1.0	1	1.0	1.0	2	4.77	4.86	4.83	4.9	4.94	4.66
5337	16950696	21225005	Sintra	Colares	38.81465	-9.45549	4	199	5	16	0.28	2	99	2	1	1	1.0	1	3.5	4.0	8	5.0	5.0	5.0	5.0	4.88	4.88
5341	16968871	69822541	Lisboa	So Vicente	38.71941	-9.12423	4	60	3	167	2.93	5	336	13	1	1	1.0	1	1.0	1.0	4	4.86	4.75	4.96	4.97	4.69	4.81
5342	16968893	2494477	Lisboa	Areeiro	38.74395	-9.13827	4	83	2	23	0.41	3	242	1	2	1	1.0	0	2.5	3.0	7	4.83	4.7	4.74	4.87	4.83	4.78
5347	16971547	43837299	Lisboa	Misericrdia	38.709003	-9.148164	4	96	3	127	2.22	7	259	28	1	1	1.0	1	1.0	3.0	6	4.78	4.72	4.9	4.92	4.87	4.81
5349	16974085	8361172	Lisboa	Santa Maria Maior	38.71243	-9.12696	4	63	2	177	3.02	12	1	0	1	1	1.0	1	1.0	1.0	2	4.8	4.9	4.98	4.97	4.9	4.76
5351	16975823	22005931	Mafra	Ericeira	38.97251	-9.41494	4	150	6	9	0.17	1	271	2	1	1	1.0	0	4.0	3.0	6	5.0	4.89	5.0	5.0	4.89	5.0
5352	16982481	3306131	Lisboa	Santa Maria Maior	38.71292	-9.13495	4	56	2	81	1.41	2	359	0	1	1	1.0	0	1.0	1.0	3	4.8	4.84	4.95	4.96	4.9	4.66
5354	16985303	13221886	Sintra	Algueiro-Mem Martins	38.80772	-9.36179	4	55	2	75	1.32	2	0	0	1	1	1.0	1	1.5	2.0	4	4.87	4.76	4.91	4.91	4.81	4.88
5357	16992128	113806312	Cascais	Cascais e Estoril	38.70602	-9.40587	4	243	2	27	0.5	4	331	0	1	1	1.0	1	2.0	3.0	6	5.0	4.96	5.0	5.0	4.93	4.93
5365	17005602	1379661	Lisboa	Santa Maria Maior	38.71481	-9.13368	1	18	1	68	1.3	8	354	50	1	1	1.0	1	2.0	1.0	1	4.87	4.72	4.96	4.93	4.79	4.82
5366	17005931	17206393	Mafra	Ericeira	38.97213	-9.41213	4	48	1	61	1.15	14	359	12	1	1	1.0	1	1.0	1.0	4	4.87	4.92	4.97	4.95	4.72	4.74
5367	17007165	3327663	Mafra	Ericeira	38.96946	-9.4203	4	80	5	5	0.18	22	186	4	2	1	1.0	0	1.0	2.0	4	5.0	5.0	5.0	5.0	5.0	5.0
5368	17008057	17206393	Mafra	Ericeira	38.97213	-9.41213	4	50	1	8	0.19	14	335	4	1	1	1.0	1	1.0	1.0	4	4.88	4.88	4.88	4.63	4.5	4.63
5369	17009824	46170730	Lisboa	So Vicente	38.71984	-9.12396	4	102	2	28	0.51	13	253	13	1	1	1.0	0	1.0	1.0	3	4.54	4.61	4.89	5.0	4.43	4.36
5376	17013677	11594360	Lourinh	Lourinh e Atalaia	39.25969	-9.31749	4	60	2	13	0.25	1	337	6	3	1	0.67	0	2.0	1.0	2	4.82	4.73	5.0	5.0	4.64	4.64
5378	17019254	8982428	Lisboa	So Vicente	38.71824	-9.12211	4	49	1	59	1.04	1	284	8	1	0	1.0	1	1.0	1.0	2	4.9	4.86	4.88	4.98	4.73	4.85
5380	17025693	114173256	Lisboa	Ajuda	38.70456	-9.19506	4	50	2	139	2.41	1	342	0	1	1	1.0	1	1.0	1.0	2	4.95	5.0	4.99	4.95	4.79	4.89
5382	17034566	114300442	Lisboa	Santa Maria Maior	38.71095	-9.12737	4	50	3	46	0.79	2	349	6	1	1	1.0	0	1.0	1.0	4	4.69	4.91	4.81	4.86	4.88	4.74
5383	17037019	20885469	Mafra	Ericeira	38.95346	-9.4065	4	593	3	11	0.21	4	219	1	1	1	1.0	1	3.5	4.0	12	5.0	5.0	5.0	5.0	4.82	4.91
5384	17038782	44911813	Oeiras	Algs, Linda-a-Velha e Cruz Quebrada-Dafundo	38.71053	-9.24787	4	46	2	99	1.76	1	194	11	2	1	1.0	0	1.0	2.0	4	4.65	4.85	4.91	4.91	4.52	4.7
5385	17040177	74792458	Lisboa	Olivais	38.77665	-9.11857	2	25	1	233	4.05	13	352	29	1	1	1.0	0	1.0	1.0	1	4.58	4.75	4.78	4.8	4.73	4.61
5387	17043235	4851054	Lisboa	Misericrdia	38.70876	-9.15251	4	50	3	103	1.79	4	249	17	1	1	1.0	1	1.0	1.0	4	4.74	4.74	4.86	4.92	4.81	4.69
5390	17051610	76127721	Lisboa	Santa Maria Maior	38.71693	-9.13286	4	60	2	114	1.95	15	360	21	1	1	1.0	0	1.0	2.0	4	4.61	4.79	4.89	4.94	4.66	4.68
5391	17072205	42479445	Lisboa	Santo Antnio	38.71623	-9.15009	4	160	2	87	1.51	9	13	7	2	1	0.96	1	3.5	3.0	6	4.82	4.93	4.92	4.89	4.9	4.69
5392	17074264	31670029	Mafra	Carvoeira	38.93276	-9.41061	4	139	6	13	0.24	3	358	6	1	1	1.0	1	4.0	5.0	12	5.0	5.0	5.0	5.0	5.0	4.92
5394	17076493	103698670	Lisboa	Estrela	38.70949	-9.15535	4	57	1	74	1.37	2	163	24	1	1	1.0	1	1.0	1.0	2	4.65	4.68	4.86	4.89	4.61	4.5
5396	17093317	1208572	Lisboa	Misericrdia	38.70897	-9.14586	4	90	1	43	0.8	33	161	0	1	1	1.0	0	1.0	4.0	6	4.42	4.63	4.66	4.88	4.78	4.34
5398	17106089	5588401	Lisboa	Santa Maria Maior	38.71778	-9.13393	4	46	3	141	2.41	18	340	8	1	1	1.0	1	1.0	1.0	2	4.77	4.88	4.94	4.94	4.66	4.68
5401	17118996	19643041	Lisboa	So Vicente	38.720299	-9.124839	4	69	2	184	3.24	5	128	18	1	1	1.0	1	1.0	2.0	4	4.9	4.9	4.97	5.0	4.69	4.83
5402	17120049	115028883	Torres Vedras	So Pedro da Cadeira	39.09137	-9.39728	4	53	2	41	0.71	1	27	1	1	1	1.0	0	1.0	2.0	7	4.76	4.93	4.95	4.98	4.55	4.7
5406	17136267	8162371	Sintra	Colares	38.79463	-9.43636	4	80	4	8	0.15	1	269	2	2	1	1.0	0	1.0	1.0	3	5.0	5.0	5.0	5.0	4.88	4.75
5408	17139774	115146767	Lisboa	Campo de Ourique	38.71639	-9.16583	4	60	2	47	0.84	1	326	8	1	1	1.0	0	1.0	1.0	4	4.57	4.83	4.7	4.83	4.81	4.72
5409	17146484	108045041	Lisboa	Avenidas Novas	38.73671	-9.14985	4	65	2	94	1.66	3	309	9	3	1	1.0	1	1.0	1.0	3	4.91	4.97	4.98	4.96	4.84	4.77
5412	17149708	115318962	Lisboa	Penha de Frana	38.73574	-9.12911	4	45	3	126	2.16	2	298	3	1	1	1.0	0	1.0	3.0	6	4.64	4.85	4.84	4.87	4.43	4.63
5414	17165992	17571179	Lisboa	Misericrdia	38.71233	-9.14317	4	75	7	126	2.2	4	243	0	1	1	1.0	1	1.0	2.0	4	4.59	4.68	4.9	4.92	4.75	4.68
5417	17169039	3519021	Lisboa	Alcntara	38.70411	-9.17714	4	59	1	119	2.05	8	336	10	1	1	1.0	0	1.0	1.0	2	4.46	4.29	4.77	4.8	4.56	4.46
5420	17174158	3719372	Lisboa	Misericrdia	38.71044	-9.15053	4	70	3	158	2.74	2	161	2	1	0	1.0	1	1.0	1.0	3	4.81	4.81	4.94	4.94	4.92	4.76
5422	17175790	51852559	Lisboa	Santa Maria Maior	38.71445	-9.13211	4	50	3	193	3.32	4	314	3	1	1	1.0	1	1.0	1.0	3	4.83	4.87	4.81	4.87	4.94	4.78
5424	17182051	78869162	Lisboa	Misericrdia	38.70763	-9.14438	4	180	2	164	2.79	3	0	0	1	1	1.0	0	2.0	4.0	8	4.69	4.74	4.94	4.93	4.92	4.72
5425	17183384	115636172	Lisboa	Misericrdia	38.71366	-9.14452	4	59	2	21	0.42	14	352	5	1	1	1.0	0	1.0	1.0	3	4.55	4.7	4.95	4.95	4.85	4.65
5431	17207113	115792805	Lisboa	Santa Maria Maior	38.71204	-9.1248	4	66	3	139	2.4	4	342	11	1	1	0.95	0	1.0	1.0	3	4.41	4.42	4.82	4.78	4.82	4.59
5432	17208509	29444462	Lisboa	So Domingos de Benfica	38.74379	-9.17116	4	119	3	15	0.28	23	0	5	1	1	1.0	0	3.0	5.0	9	4.13	3.93	4.6	4.47	4.33	4.13
5433	17208767	115824347	Lisboa	Santa Maria Maior	38.71162	-9.12834	4	52	3	207	3.54	1	207	35	1	1	1.0	1	1.0	2.0	4	4.93	4.97	4.97	4.97	4.95	4.86
5434	17212194	29344724	Lisboa	Santa Maria Maior	38.71159	-9.13638	3	56	2	6	0.14	4	214	3	3	1	1.0	0	1.0	1.0	2	3.83	4.17	3.5	4.0	4.67	4.0
5436	17215654	3596228	Lisboa	Santa Maria Maior	38.71034	-9.13151	2	69	2	90	1.54	5	276	0	1	1	1.0	1	1.0	3.0	6	4.9	4.87	4.93	4.91	4.92	4.78
5437	17218409	115926283	Lisboa	Estrela	38.70768	-9.15343	4	131	2	174	3.06	1	235	16	1	1	1.0	0	2.0	3.0	8	4.72	4.48	4.9	4.9	4.82	4.68
5438	17236760	116112335	Lisboa	Santa Maria Maior	38.71292	-9.1347	4	98	2	20	0.35	2	360	4	1	0	1.0	0	1.0	1.0	4	4.8	4.95	5.0	5.0	4.84	4.58
5440	17237124	13530121	Lisboa	Arroios	38.72519	-9.13098	4	70	3	36	0.64	7	191	0	1	1	1.0	1	1.0	3.0	6	4.89	4.89	4.97	5.0	4.69	4.58
5441	17237412	114233852	Lisboa	Santa Maria Maior	38.71046	-9.1292	4	80	1	325	5.56	9	1	86	1	1	0.95	0	1.0	2.0	6	4.53	4.57	4.75	4.76	4.8	4.63
5442	17237811	116112335	Lisboa	Santa Maria Maior	38.71301	-9.13521	4	98	2	22	0.42	2	351	0	1	0	1.0	0	1.0	1.0	4	4.86	4.9	4.95	4.95	4.9	4.62
5444	17249027	53334020	Lisboa	Avenidas Novas	38.73615	-9.15234	4	120	5	95	1.65	2	0	0	1	1	1.0	1	2.0	3.0	6	4.82	4.78	4.91	4.98	4.74	4.75
5445	17253163	53434620	Sintra	S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim	38.78893	-9.37659	2	17	2	294	5.15	3	163	31	1	1	1.0	0	1.0	1.0	2	4.85	4.83	4.97	4.96	4.79	4.87
5448	17256061	116307655	Lisboa	Arroios	38.72487	-9.13176	4	93	2	70	1.22	1	62	1	1	1	1.0	0	1.5	3.0	6	4.87	4.97	5.0	4.97	4.76	4.75
5449	17268692	114233852	Lisboa	Santa Maria Maior	38.71046	-9.1292	4	50	1	172	3.02	9	0	44	1	1	0.95	0	1.0	1.0	4	4.57	4.76	4.84	4.78	4.82	4.66
5451	17279328	17638903	Lisboa	Arroios	38.719	-9.13848	2	50	3	10	0.18	47	358	3	1	1	1.0	0	8.0	1.0	1	4.5	4.0	4.5	4.8	4.7	4.3
5453	17283011	7247574	Lisboa	Misericrdia	38.71319	-9.14485	4	70	2	176	3.06	2	334	28	1	1	1.0	1	1.0	2.0	4	4.86	4.8	4.88	4.95	4.93	4.83
5454	17284214	116582007	Sintra	So Joo das Lampas e Terrugem	38.83657	-9.37354	2	75	2	10	0.18	1	364	0	4	1	0.0	0	1.0	2.0	4	4.56	4.44	4.5	4.56	4.38	4.25
5455	17284584	114233852	Lisboa	Santa Maria Maior	38.71046	-9.1292	4	50	1	92	1.61	9	0	21	1	1	0.95	0	1.0	1.0	4	4.4	4.71	4.67	4.77	4.83	4.53
5456	17284896	5171813	Sintra	Colares	38.8405	-9.46142	4	119	6	97	1.7	3	292	31	1	1	0.93	0	1.0	2.0	5	4.78	4.59	4.97	4.99	5.0	4.7
5460	17298560	116687612	Lisboa	Misericrdia	38.71504	-9.14461	4	54	2	127	2.18	6	318	31	1	1	1.0	0	1.0	1.0	3	4.5	4.62	4.71	4.83	4.72	4.5
5461	17299652	116687612	Lisboa	Misericrdia	38.71328	-9.14465	4	51	2	63	1.1	6	330	20	1	1	1.0	0	1.0	1.0	3	4.38	4.62	4.77	4.89	4.64	4.41
5462	17299809	116687612	Lisboa	Misericrdia	38.71391	-9.1445	4	60	2	124	2.22	6	305	22	1	1	1.0	0	1.0	1.0	3	4.31	4.45	4.82	4.85	4.71	4.43
5463	17299878	116687612	Lisboa	Misericrdia	38.71337	-9.14438	4	46	2	55	0.96	6	1	12	1	1	1.0	0	1.0	1.0	2	4.07	4.4	4.8	4.76	4.27	4.13
5472	17346774	762761	Lisboa	Penha de Frana	38.72376	-9.12712	2	30	1	137	2.38	1	321	14	1	1	1.0	1	1.0	1.0	2	4.88	4.93	4.93	4.95	4.69	4.8
5473	17350659	116692935	Lisboa	Misericrdia	38.71005	-9.14285	4	90	1	10	0.17	3	343	0	2	1	1.0	0	1.0	2.0	4	4.6	5.0	4.6	4.7	5.0	4.8
5474	17352443	116692935	Lisboa	Misericrdia	38.70997	-9.14444	4	100	1	14	0.24	3	359	0	2	1	1.0	0	1.0	2.0	4	4.5	4.33	4.67	4.67	5.0	4.67
5476	17354111	116692935	Lisboa	Misericrdia	38.712	-9.14335	4	50	1	7	0.12	3	339	0	2	1	1.0	0	1.0	2.0	4	4.43	4.71	4.83	4.29	4.0	4.17
5479	17365926	56977048	Lisboa	Misericrdia	38.70985	-9.14923	4	40	2	114	2.56	2	306	7	1	1	1.0	0	1.0	1.0	2	4.62	4.79	4.9	4.94	4.87	4.62
5480	17366249	46936131	Lisboa	Santa Maria Maior	38.71143	-9.12697	4	87	2	16	0.28	8	363	13	1	1	1.0	1	1.0	1.0	3	4.94	5.0	4.94	5.0	4.88	4.88
5483	17379732	117452700	Lisboa	Misericrdia	38.71047	-9.15171	4	87	2	57	1.0	1	175	10	1	0	1.0	1	1.5	1.0	2	4.58	4.61	4.32	4.39	4.88	4.62
5484	17383753	21875687	Sintra	S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim	38.79684	-9.39145	4	90	2	165	2.93	4	0	31	1	1	1.0	1	1.0	1.0	2	4.89	4.85	4.96	4.98	4.98	4.81
5487	17384741	82710909	Lisboa	Arroios	38.72514	-9.132	4	100	2	9	0.16	1	171	2	1	0	1.0	0	1.5	3.0	8	5.0	5.0	5.0	5.0	4.89	5.0
5489	17399161	101542522	Lisboa	Misericrdia	38.70998	-9.1446	4	110	2	210	3.71	11	38	17	1	1	1.0	0	1.0	1.0	4	4.47	4.66	4.68	4.73	4.91	4.42
5493	17402409	3654081	Lisboa	Misericrdia	38.7149	-9.15098	4	38	3	57	1.01	6	329	10	1	1	1.0	0	1.0	1.0	2	4.42	4.53	4.77	4.89	4.7	4.37
5494	17403461	3654081	Lisboa	Misericrdia	38.71526	-9.15213	4	57	3	86	1.48	6	355	16	1	1	1.0	0	2.0	2.0	4	4.44	4.47	4.93	4.88	4.79	4.41
5495	17403902	3654081	Lisboa	Misericrdia	38.71334	-9.15027	4	86	3	27	0.56	6	328	0	1	1	1.0	0	2.0	2.0	4	4.48	4.41	5.0	4.85	4.78	4.41
5497	17404633	3654081	Lisboa	Misericrdia	38.71523	-9.15051	4	44	3	113	1.98	6	312	22	1	1	1.0	0	1.0	1.0	2	4.53	4.49	4.9	4.91	4.82	4.58
5498	17405125	3654081	Lisboa	Misericrdia	38.71344	-9.15179	4	57	3	65	1.12	6	357	14	1	1	1.0	0	2.0	2.0	4	4.49	4.49	4.88	4.89	4.75	4.48
5504	17419053	9191083	Lisboa	Penha de Frana	38.72733	-9.11471	2	28	2	86	1.51	1	0	6	2	1	1.0	0	1.0	1.0	2	4.9	4.88	4.95	5.0	4.5	4.93
5505	17419265	22036888	Lisboa	Santo Antnio	38.72468	-9.15395	4	150	2	51	0.9	2	345	0	2	1	1.0	0	2.0	4.0	6	4.71	4.63	4.86	4.84	4.76	4.48
5507	17431651	106509395	Lisboa	Misericrdia	38.70774	-9.14727	4	190	1	8	0.14	7	325	4	1	1	1.0	0	1.0	1.0	5	5.0	5.0	5.0	5.0	5.0	5.0
5509	17445688	118074004	Lisboa	Parque das Naes	38.77321	-9.09831	4	50	2	116	2.01	1	37	0	2	1	1.0	0	1.0	2.0	4	4.62	4.72	4.91	4.95	4.7	4.69
5511	17446561	96444022	Lisboa	So Vicente	38.71479	-9.12504	4	100	2	27	0.47	2	334	1	1	1	1.0	0	1.0	2.0	5	4.89	4.93	4.77	4.73	4.85	4.69
5512	17449057	77443261	Cascais	Cascais e Estoril	38.6973	-9.42858	4	500	3	38	0.67	3	0	0	1	1	1.0	1	2.0	3.0	6	4.74	4.79	4.89	4.84	4.53	4.61
5515	17459095	118191029	Cascais	Cascais e Estoril	38.69772	-9.42271	4	133	2	126	2.27	6	220	23	1	1	1.0	1	1.0	1.0	4	4.9	4.84	4.85	4.97	4.98	4.74
5516	17460394	118191029	Cascais	Cascais e Estoril	38.69768	-9.42267	4	89	2	107	1.95	6	229	16	1	1	1.0	1	1.0	1.0	3	4.82	4.79	4.89	4.96	4.97	4.7
5517	17460833	118191029	Cascais	Cascais e Estoril	38.69773	-9.42267	2	71	2	90	1.62	6	231	6	1	1	1.0	1	1.0	1.0	2	4.71	4.7	4.78	4.92	4.97	4.69
5518	17460834	118191029	Cascais	Cascais e Estoril	38.69777	-9.42277	4	85	2	91	1.68	6	222	13	1	1	1.0	1	1.0	1.0	2	4.82	4.81	4.84	4.98	4.98	4.74
5520	17466733	41316875	Lisboa	Avenidas Novas	38.73703	-9.15353	4	120	3	82	1.55	1	156	1	1	0	1.0	1	2.5	2.0	5	4.98	4.94	5.0	5.0	4.85	4.75
5521	17472442	2372087	Lisboa	Arroios	38.7255	-9.13608	4	231	3	102	1.8	58	305	6	1	1	1.0	1	3.0	5.0	14	4.79	4.88	4.94	4.96	4.66	4.68
5522	17473011	118241230	Lisboa	Santo Antnio	38.72206	-9.14238	4	65	1	106	1.83	18	345	32	1	1	1.0	1	2.0	2.0	6	4.75	4.78	4.84	4.86	4.8	4.7
5523	17476516	114233852	Lisboa	Santa Maria Maior	38.71045	-9.12917	4	50	1	40	0.71	9	0	0	1	1	0.95	0	1.0	1.0	4	4.69	4.62	4.77	4.85	4.9	4.64
5524	17479075	48646590	Sintra	S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim	38.79495	-9.38314	4	185	4	5	0.1	2	338	1	1	1	1.0	1	3.5	4.0	9	4.6	4.8	5.0	5.0	4.6	5.0
5525	17492310	84627990	Lisboa	So Vicente	38.71438	-9.12944	4	46	1	255	4.45	30	141	54	1	1	1.0	1	1.0	1.0	2	4.73	4.82	4.85	4.89	4.93	4.76
5528	17497507	23780167	Lisboa	Misericrdia	38.71064	-9.14424	4	135	2	66	1.14	18	0	0	3	1	0.67	0	1.0	3.0	8	4.55	4.68	4.86	4.82	4.95	4.78
5530	17505338	118646831	Lisboa	Santa Maria Maior	38.71169	-9.14232	4	90	2	155	2.72	1	167	37	1	1	1.0	1	1.0	2.0	4	4.93	4.92	4.89	4.77	4.98	4.84
5531	17506777	118656700	Mafra	Ericeira	38.95618	-9.41087	4	436	7	3	0.07	1	33	1	1	0	1.0	0	5.0	5.0	10	5.0	5.0	5.0	5.0	5.0	4.67
5532	17506958	65268092	Sintra	Colares	38.83898	-9.45953	4	80	5	3	0.06	3	21	1	1	0	1.0	0	1.0	2.0	4	4.67	4.67	5.0	5.0	5.0	5.0
5533	17507184	6304160	Cascais	Cascais e Estoril	38.71073	-9.44504	4	440	4	15	0.36	2	126	5	1	1	1.0	1	4.5	4.0	9	5.0	4.87	5.0	5.0	4.87	4.93
5536	17510893	6065977	Lisboa	Misericrdia	38.71355	-9.1445	4	25	2	126	2.28	8	4	18	1	1	1.0	1	1.5	1.0	3	4.74	4.87	4.96	4.96	4.9	4.77
5537	17511064	106937197	Cascais	Cascais e Estoril	38.69945	-9.4172	4	140	3	20	0.35	25	296	4	1	1	1.0	1	2.0	2.0	6	4.95	4.92	5.0	5.0	5.0	4.85
5538	17511083	6065977	Lisboa	Avenidas Novas	38.72921	-9.14821	4	179	2	134	2.35	8	78	2	1	1	1.0	1	2.0	5.0	10	4.75	4.84	4.9	4.96	4.71	4.78
5539	17512484	117779071	Cascais	Cascais e Estoril	38.70501	-9.42878	4	58	4	84	1.48	1	329	11	2	1	1.0	1	1.0	2.0	4	4.82	4.9	4.94	4.95	4.39	4.8
5541	17514847	17125483	Lisboa	Santa Maria Maior	38.71222	-9.13203	4	85	2	208	3.64	27	350	24	1	1	1.0	1	1.0	1.0	4	4.84	4.89	4.91	4.91	4.93	4.85
5542	17518557	105214473	Cascais	Carcavelos e Parede	38.68074	-9.32987	4	75	2	30	0.53	1	362	6	2	0	1.0	0	1.0	1.0	4	4.93	4.93	5.0	5.0	4.97	4.86
5543	17519233	11681630	Lisboa	Santa Maria Maior	38.7114	-9.12998	4	38	2	116	2.07	1	242	6	1	1	1.0	1	1.0	1.0	2	4.41	4.51	4.67	4.9	4.83	4.5
5548	17524723	33928344	Lisboa	Penha de Frana	38.72519	-9.13016	2	30	2	110	1.93	3	352	0	1	1	1.0	1	1.0	1.0	2	4.88	4.84	4.98	4.95	4.75	4.86
5549	17525634	30473217	Mafra	Ericeira	38.96362	-9.39478	2	55	2	1	0.02	2	364	0	1	0	1.0	0	1.0	1.0	2	5.0	5.0	5.0	5.0	5.0	5.0
5551	17540906	46207193	Lisboa	Arroios	38.72063	-9.13453	4	63	2	87	1.51	3	195	6	1	1	1.0	1	1.0	2.0	6	4.9	4.9	4.93	4.95	4.72	4.84
5552	17542222	118991489	Lisboa	So Vicente	38.71555	-9.13019	4	110	3	157	2.76	2	224	10	3	1	0.93	1	3.0	4.0	9	4.97	4.96	4.97	4.97	4.94	4.91
5553	17544132	119016648	Torres Vedras	So Pedro da Cadeira	39.06273	-9.40685	4	57	2	39	0.91	2	340	20	1	1	1.0	1	1.0	2.0	4	4.92	4.85	4.97	5.0	4.77	4.87
5554	17544659	5588401	Lisboa	So Vicente	38.71656	-9.13138	4	55	3	209	3.62	18	318	17	1	1	1.0	1	1.0	1.0	2	4.89	4.97	4.93	4.96	4.75	4.82
5558	17557966	119169723	Sintra	Colares	38.79919	-9.4688	4	46	3	142	2.48	2	352	24	1	1	1.0	1	1.0	1.0	4	4.77	4.87	4.95	4.96	4.73	4.65
5560	17566423	80745409	Lisboa	Areeiro	38.73705	-9.1351	2	300	2	15	0.27	36	243	0	1	1	0.96	1	3.5	1.0	2	4.8	4.8	4.93	5.0	4.67	4.8
5561	17566812	80745409	Lisboa	Areeiro	38.73766	-9.13593	2	300	2	21	0.38	36	238	0	1	1	0.96	1	3.5	1.0	2	4.71	4.71	5.0	4.86	4.95	4.52
5563	17566989	80745409	Lisboa	Areeiro	38.73928	-9.13443	2	300	2	19	0.33	36	217	0	1	1	0.96	1	3.5	1.0	4	4.89	4.95	5.0	5.0	4.89	4.95
5564	17567392	80745409	Lisboa	Areeiro	38.73918	-9.13416	2	300	2	23	0.4	36	243	0	1	1	0.96	1	3.5	1.0	2	4.78	4.74	4.83	4.87	4.87	4.87
5565	17567495	80745409	Lisboa	Areeiro	38.73913	-9.13594	2	300	2	33	0.58	36	243	0	1	1	0.96	1	2.5	1.0	2	4.64	4.85	4.94	4.88	4.64	4.73
5566	17567675	80745409	Lisboa	Areeiro	38.73846	-9.13586	4	44	2	88	1.55	36	241	14	1	1	0.96	1	1.0	1.0	4	4.89	4.9	4.95	4.92	4.86	4.81
5567	17567827	80745409	Lisboa	Areeiro	38.73876	-9.13397	4	45	2	71	1.25	36	290	18	1	1	0.96	1	1.0	1.0	4	4.89	4.82	4.86	4.97	4.9	4.68
5568	17568523	35146152	Lisboa	So Vicente	38.71346	-9.13053	4	40	2	100	1.76	3	329	25	1	1	0.89	0	1.0	2.0	6	4.67	4.78	4.77	4.65	4.89	4.72
5569	17570820	119308903	Lisboa	Estrela	38.70451	-9.16684	4	59	3	45	0.79	1	283	1	2	0	1.0	0	1.0	2.0	4	4.64	4.73	4.96	4.96	4.49	4.61
5570	17571186	119310843	Lisboa	Arroios	38.724	-9.13261	4	122	3	57	1.0	1	329	5	1	1	1.0	0	3.0	3.0	8	4.7	4.86	4.82	4.81	4.56	4.7
5571	17573098	4968351	Lisboa	Estrela	38.70458	-9.16413	4	117	3	64	1.15	2	348	0	2	1	1.0	1	3.5	4.0	8	4.52	4.38	4.88	4.81	4.63	4.36
5575	17587612	15826725	Lisboa	Santo Antnio	38.72307	-9.14654	4	72	2	179	3.11	19	172	20	1	1	1.0	0	1.0	1.0	6	4.57	4.69	4.71	4.67	4.86	4.55
5576	17587616	119470881	Lisboa	Santa Maria Maior	38.71065	-9.13018	4	45	2	143	2.47	3	350	14	1	1	1.0	1	1.0	1.0	4	4.83	4.94	4.92	4.92	4.98	4.77
5577	17589211	81410510	Lisboa	Avenidas Novas	38.72796	-9.15794	4	96	2	27	0.48	1	151	3	1	1	1.0	0	1.5	1.0	4	4.96	4.96	4.96	4.92	4.72	4.84
5580	17598784	19905749	Mafra	Carvoeira	38.94533	-9.39168	4	207	5	28	0.51	24	131	2	1	1	0.98	0	2.0	3.0	6	4.61	4.61	4.82	4.61	4.68	4.39
5581	17601237	29444462	Lisboa	Estrela	38.70978	-9.16011	4	119	3	10	0.19	23	0	2	1	1	1.0	0	2.0	6.0	8	4.1	4.3	4.8	4.7	4.6	4.2
5582	17601959	29444462	Lisboa	So Domingos de Benfica	38.74509	-9.16901	4	109	3	16	0.3	23	0	3	1	1	1.0	0	3.0	4.0	8	4.5	4.63	4.73	4.6	4.4	4.64
5583	17602432	44149904	Lisboa	Misericrdia	38.70881	-9.15159	4	125	3	83	1.54	2	0	0	1	1	1.0	1	1.5	2.0	5	4.8	4.79	4.93	4.96	4.95	4.67
5584	17603526	29444462	Lisboa	So Domingos de Benfica	38.746	-9.16784	4	99	3	16	0.3	23	0	3	1	1	1.0	0	2.0	4.0	6	4.5	4.25	4.69	4.75	4.75	4.44
5585	17603821	29444462	Lisboa	So Domingos de Benfica	38.74561	-9.16819	4	99	3	4	0.08	23	0	0	1	1	1.0	0	2.0	4.0	6	4.25	4.75	5.0	5.0	4.0	4.25
5587	17604528	29444462	Lisboa	So Domingos de Benfica	38.74766	-9.16987	4	79	3	6	0.11	23	0	2	1	1	1.0	0	1.0	3.0	4	4.17	4.17	5.0	4.67	4.33	4.17
5588	17604547	119470881	Lisboa	Santa Maria Maior	38.71053	-9.13163	4	69	2	222	3.86	3	345	28	1	1	1.0	1	1.0	2.0	4	4.91	4.98	4.94	4.97	4.97	4.87
5589	17613854	64613320	Lisboa	Santo Antnio	38.7181	-9.14374	4	400	4	93	1.62	17	88	8	1	1	0.93	0	1.0	1.0	3	4.62	4.83	4.91	4.9	4.74	4.7
5590	17613990	49096239	Lisboa	Santa Maria Maior	38.70923	-9.13378	4	78	2	36	0.63	10	332	24	1	1	1.0	0	1.0	2.0	4	4.83	4.89	4.83	4.83	5.0	4.89
5591	17614099	49096239	Lisboa	Santa Maria Maior	38.71095	-9.13569	4	78	2	24	0.42	10	351	20	1	1	1.0	0	1.0	2.0	4	4.79	4.83	4.79	4.71	4.88	4.75
5594	17616207	119754769	Oeiras	Carnaxide e Queijas	38.72423	-9.26279	2	40	1	36	0.63	2	39	0	1	1	1.0	1	2.0	2.0	3	5.0	5.0	4.97	4.97	4.83	4.97
